185.47,2177.67
185.92,2076.67
186.37,1978.00
186.81,2114.33
187.26,2224.33
187.71,2242.00
188.16,2186.00
188.60,2158.00
189.05,2264.67
189.50,2248.00
189.94,2213.67
190.39,2195.33
190.84,2129.00
191.29,2058.00
191.73,2002.33
192.18,2112.33
192.63,2174.33
193.08,2075.33
193.52,2053.67
193.97,2094.00
194.42,2173.33
194.87,2104.00
195.32,1968.33
195.76,1920.33
196.21,1925.00
196.66,2029.00
197.11,2149.33
197.56,2170.67
198.01,2049.00
198.45,2040.33
198.90,2119.33
199.35,2193.67
199.80,1990.67
200.25,1838.33
200.70,1971.00
201.15,2032.67
201.59,2174.33
202.04,2267.00
202.49,2099.00
202.94,2052.33
203.39,2157.33
203.84,2108.67
204.29,2042.33
204.74,2123.33
205.19,2251.33
205.63,2178.33
206.08,2121.67
206.53,2042.33
206.98,2018.67
207.43,2114.33
207.88,2097.67
208.33,2078.67
208.78,2078.00
209.23,2037.33
209.68,1999.67
210.13,1997.33
210.58,1951.67
211.03,1913.67
211.48,2036.33
211.93,2131.67
212.38,2138.67
212.83,2117.00
213.28,2121.33
213.73,2198.33
214.18,2193.00
214.63,2162.00
215.08,2096.67
215.53,2047.67
215.98,1904.67
216.43,1876.00
216.88,1999.00
217.33,2050.00
217.78,2057.33
218.23,2072.67
218.68,2071.00
219.13,2111.00
219.58,2063.67
220.04,1955.33
220.49,2058.33
220.94,2003.33
221.39,1788.00
221.84,1909.33
222.29,2165.33
222.74,2152.33
223.19,2187.67
223.64,2230.67
224.09,2194.00
224.55,2167.33
225.00,2170.67
225.45,2174.33
225.90,2084.67
226.35,2069.33
226.80,2129.33
227.26,2190.33
227.71,2149.67
228.16,1978.00
228.61,2006.33
229.06,2112.00
229.51,2087.00
229.97,2110.67
230.42,2133.00
230.87,2132.67
231.32,2062.33
231.77,2051.33
232.23,2175.67
232.68,2242.33
233.13,2204.33
233.58,2136.67
234.04,2170.67
234.49,2221.00
234.94,2250.33
235.39,2193.33
235.85,2074.67
236.30,2115.33
236.75,2117.00
237.20,2150.00
237.66,2245.33
238.11,2139.67
238.56,1861.33
239.02,1851.33
239.47,2115.00
239.92,2278.33
240.37,2335.33
240.83,2130.00
241.28,1931.67
241.73,1978.00
242.19,2012.33
242.64,2024.33
243.09,1944.00
243.55,1699.33
244.00,1790.00
244.45,2107.00
244.91,2192.00
245.36,2088.67
245.82,2076.67
246.27,2222.33
246.72,2176.67
247.18,2126.00
247.63,2212.67
248.08,2235.00
248.54,2214.33
248.99,2198.00
249.45,2079.00
249.90,1885.33
250.35,2008.00
250.81,2158.67
251.26,2064.67
251.72,1966.33
252.17,2019.33
252.63,2013.67
253.08,1981.67
253.54,1989.33
253.99,1897.67
254.44,1887.00
254.90,2029.33
255.35,2167.00
255.81,2223.67
256.26,2277.67
256.72,2222.33
257.17,2037.33
257.63,1944.33
258.08,1992.00
258.54,2120.67
258.99,2187.00
259.45,2152.67
259.90,2166.00
260.36,2137.67
260.81,2052.67
261.27,2056.67
261.73,2166.67
262.18,2313.67
262.64,2164.33
263.09,1953.33
263.55,1962.00
264.00,1987.00
264.46,2125.33
264.91,2245.33
265.37,2244.67
265.83,2186.33
266.28,2165.00
266.74,2115.00
267.19,2077.67
267.65,1940.33
268.11,1967.00
268.56,2147.67
269.02,2176.67
269.47,2172.33
269.93,2172.67
270.39,2241.00
270.84,2265.67
271.30,2098.33
271.76,1997.67
272.21,2137.33
272.67,2205.00
273.13,2183.67
273.58,2224.00
274.04,2252.33
274.50,2179.00
274.95,2141.67
275.41,2188.67
275.87,2196.00
276.32,2165.00
276.78,2008.67
277.24,2061.33
277.70,2256.00
278.15,2138.33
278.61,2139.33
279.07,2233.33
279.52,2206.33
279.98,2120.00
280.44,2059.33
280.90,1925.00
281.35,1937.33
281.81,2108.67
282.27,2218.67
282.73,2264.67
283.18,2229.33
283.64,2187.67
284.10,2208.00
284.56,2325.33
285.02,2321.67
285.47,2235.67
285.93,2234.00
286.39,2270.67
286.85,1901.67
287.31,1698.67
287.76,1801.33
288.22,1877.33
288.68,2122.33
289.14,2234.33
289.60,2249.00
290.06,2225.67
290.51,2186.67
290.97,2160.33
291.43,2159.67
291.89,2181.67
292.35,2217.33
292.81,2265.33
293.27,2273.00
293.72,2084.00
294.18,1961.33
294.64,2138.33
295.10,2255.33
295.56,2254.67
296.02,2170.67
296.48,2082.67
296.94,2076.67
297.40,2041.00
297.86,2018.33
298.31,2034.00
298.77,2078.67
299.23,2182.00
299.69,1919.00
300.15,1767.00
300.61,1873.00
301.07,1920.67
301.53,1917.33
301.99,1881.67
302.45,2035.00
302.91,2176.33
303.37,2218.67
303.83,2121.00
304.29,2010.00
304.75,2070.33
305.21,2153.00
305.67,2137.67
306.13,2071.00
306.59,2085.00
307.05,2122.33
307.51,2150.00
307.97,2240.67
308.43,2197.33
308.89,2150.00
309.35,2121.33
309.81,1844.67
310.27,1814.00
310.73,2047.67
311.19,2122.33
311.65,2233.00
312.11,2124.00
312.58,1981.67
313.04,2084.33
313.50,2140.67
313.96,2086.33
314.42,2033.33
314.88,2095.00
315.34,2084.00
315.80,2112.00
316.26,2176.67
316.72,2177.00
317.19,2234.00
317.65,2336.67
318.11,2342.00
318.57,2186.67
319.03,2109.00
319.49,1890.67
319.95,1667.33
320.41,1830.00
320.88,2115.67
321.34,2181.67
321.80,2201.67
322.26,2173.67
322.72,2103.00
323.18,2091.67
323.65,2143.33
324.11,2206.33
324.57,1825.67
325.03,1774.00
325.49,2145.67
325.96,2091.67
326.42,2067.33
326.88,2103.33
327.34,2070.67
327.81,2106.33
328.27,2180.33
328.73,2262.00
329.19,2149.33
329.65,2069.67
330.12,2020.33
330.58,2034.33
331.04,2115.67
331.50,2011.33
331.97,1999.00
332.43,2047.00
332.89,2014.33
333.36,2074.67
333.82,2157.33
334.28,2167.00
334.74,2217.67
335.21,2083.67
335.67,1931.33
336.13,2062.33
336.60,2156.33
337.06,2180.00
337.52,2219.67
337.99,2110.33
338.45,2075.00
338.91,2138.67
339.38,2153.33
339.84,2225.67
340.30,2291.33
340.77,2219.67
341.23,2194.33
341.69,2207.00
342.16,2204.00
342.62,2242.33
343.09,2114.67
343.55,2124.67
344.01,2225.67
344.48,2154.67
344.94,2097.00
345.40,2123.67
345.87,2108.67
346.33,2050.00
346.80,2044.67
347.26,2079.67
347.73,2173.33
348.19,2035.67
348.65,1997.33
349.12,2156.67
349.58,2063.33
350.05,2041.33
350.51,2150.67
350.98,2109.67
351.44,2167.67
351.91,2253.67
352.37,2300.33
352.83,2324.00
353.30,2236.67
353.76,2178.00
354.23,2164.67
354.69,2114.67
355.16,2069.00
355.62,2122.67
356.09,2139.00
356.55,2131.33
357.02,2142.67
357.48,2155.67
357.95,2150.00
358.41,2207.00
358.88,2163.00
359.35,2153.67
359.81,2249.67
360.28,2039.33
360.74,1843.33
361.21,1926.00
361.67,2108.33
362.14,2175.33
362.60,2116.33
363.07,2161.00
363.54,2144.67
364.00,2001.67
364.47,2058.33
364.93,2106.00
365.40,2113.00
365.86,2039.00
366.33,1959.33
366.80,2063.67
367.26,2130.00
367.73,2196.00
368.19,2174.67
368.66,2218.00
369.13,2278.00
369.59,2277.67
370.06,2219.33
370.53,2153.00
370.99,1995.67
371.46,1912.33
371.93,2034.00
372.39,2101.00
372.86,2135.00
373.33,1904.33
373.79,1771.00
374.26,1979.33
374.73,2104.00
375.19,2130.33
375.66,2198.33
376.13,2260.00
376.59,2241.00
377.06,1990.33
377.53,1823.33
377.99,1998.33
378.46,2013.67
378.93,1987.67
379.40,2180.33
379.86,2287.33
